isbn,title,authors,publisher,language,published_year,total_pages,cover_url,synopsis,genre_id
9781473676190,The 5 Second Rule,Mel Robbins,Savio Republic,English,2014,246,https://covers.openlibrary.org/b/id/8114155-M.jpg,"The 5 Second Rule is the secret to changing anything about your life. You can use the Rule and its countdown method to break any bad habit, interrupt self-doubt and negative self-talk, and push yourself to take the actions that will change your life. If you struggle with motivation... If you are tired of doubting yourself... If you know what you want but can't make yourself go get it... You NEED The 5 Second Rule. The secret to changing your life isn't knowing what to do--it's knowing how to make yourself do it. It's a simple tool, backed by research, and it has changed the lives of millions. It will work for you too. Using the science of habits, riveting stories, and surprising facts from some of the most famous moments in history, Mel Robbins will explain the power of a five second decision. You'll also meet and inspired by hundreds of people around the world who are using the Rule to achieve their goals, reach their potential, and chase their dreams. In the book, you'll learn the inspiring and relatable story of how Mel invented the 5 Second Rule during the worst moment of her life, when her anxiety and finances were so bad, she could barely get out of bed. Since creating the Rule, Mel has shared it with audiences around the world, the most respected brands, and people who want to make real and lasting change. Easy. Accessible. Science-backed. Proven. You are just five seconds away from a totally different life. Read the book and you'll learn the secret to creating it.",11
9781401958244,Limitless,Jim Kwik,Hay House,English,2020,344,https://covers.openlibrary.org/b/id/9360116-M.jpg,"""Let's say you set out to learn a new subject or skill, and you succeed. That's great. You've added to your knowledge and abilities. But it's limited to just that one thing you've learned. Now imagine that instead, the skill you learn is...how to learn. Once you know how to learn-smarter, faster, and better-you can apply it to anything. You can learn to master your mindset or your motivation, or use the methods to pick up martial arts, music, marketing, or Mandarin. Now anything is possible. There are no limits! That's the power Jim Kwik puts in your hands in this remarkable book. For the last 25 years, Jim has helped everyone from celebrities to CEOs to students improve their memory, increase their decision-making skills, learn to speed-read, and unleash their superbrains. Now he shares his revolutionary strategies and shortcuts to help you break free from your perceived limitations and fast-track your fullest potential. In these pages, you'll discover the myths you've been told about your IQ, abilities, and skillset; understand why learning matters; learn core habits and steps to becoming limitless; and explore how you can serve the world""--",11
9781607747307,The Life-Changing Magic of Tidying Up,Marie Kondo,Bluebird,English,2014,224,https://covers.openlibrary.org/b/id/7367218-M.jpg,"Japanese cleaning consultant Marie Kondo takes tidying to a whole new level, promising that if you properly simplify and organize your house once, you'll never have to do it again. Most methods advocate a room-by-room approach, which doom you to pick away at your piles of stuff forever. The KonMari Method, with its revolutionary category-by-category system, leads to lasting results. In fact, none of Kondo's clients have lapsed (and she still has a three-month wait list). With detailed guidance for determining which items in your house ""spark joy"" (and which don't), this international best-seller featuring Tokyo's newest lifestyle phenomenon will help you clear your clutter and enjoy the unique magic of a tidy home - and the calm, motivated mindset it can inspire.",11
9780735278516,12 Rules for Life,Jordan B. Peterson,Wow Publishing Pvt.Ltd.,English,2015,480,https://covers.openlibrary.org/b/id/8131760-M.jpg,Duplicate of https://openlibrary.org/books/OL27241047M/12_Rules_For_Life_Paperback,11
9788499176109,Feel the fear and do it anyway,Susan J. Jeffers,Harcourt Brace Jovanovich,English,1987,227,https://covers.openlibrary.org/b/id/6498618-M.jpg,"Sea quien quiere ser y viva la vida del modo que realmente desee vivirla. Libérese del miedo que le atenaza. Cuando corremos un riesgo, cuando nos adentramos en territorios poco familiares o nos enfrentamos al mundo de una forma nueva, experimentamos miedo. Y, muy a menudo, ese miedo evita que progresemos en nuestra vida. Para que esto no suceda, lo mejor que podemos hacer es explorar los obstáculos que nos impiden vivir a nuestra manera, evitar elegir el camino mas cómodo y aprender a identificar las ""excusas"" que nos hacen resistirnos a cualquier cambio. Las técnica explicadas en este libro son autenticas herramientas de fácil aplicación y de grán eficacia para: Controlar la propia vida y vencer el miedo; Cambiar la forma de pensar y eliminar la ira y el resentimiento; Encontrar el trabajo deseado; Crear relaciones positivas con los demás; Afrontar las situaciones con fuerza y seguridad en si mismo. En definitiva, un libro ameno y practico que le permitirá dominar sentimientos tan frustrantes como los que genera el miedo.",11
9781593157135,The Compound effect,Darren Hardy,Success Books,English,2010,172,https://covers.openlibrary.org/b/id/7115046-M.jpg,"As publisher of SUCCESS magazine, author Darren Hardy has heard it all, seen it all, and tried most of it. This book reveals the core principles that drive success. The Compound Effect contains the essence of what every superachiever needs to know, practice, and master to obtain extraordinary success. Inside you will find strategies on: - How to win every time! The No. 1 strategy to achieve any goal and triumph over any competitor, even if they're smarter, more talented or more experienced. - Eradicating your bad habits (some you might be unaware of!) that are derailing your progress. - Painlessly installing the few key disciplines required for major breakthroughs. - The real, lasting keys to motivation, how to get yourself to do things you don't feel like doing. - Capturing the elusive, awesome force of momentum. Catch this, and you'll be unstoppable. - The acceleration secrets of superachievers. Do they have an unfair advantage? Yes they do, and now you can too! If you're serious about living an extraordinary life, use the power of The Compound Effect to create the success you desire. Begin your journey today! -- Amazon.",11
9781785040474,The Magic of Thinking Big,David Joseph Schwartz,"Prentice-Hall, Inc.",English,1900,270,https://covers.openlibrary.org/b/id/480539-M.jpg,"The timeless and practical advice in The Magic of Thinking Big clearly demonstrates how you can: Sell more Manage better Lead fearlessly Earn more Enjoy a happier, more fulfilling life With applicable and easy-to-implement insights, you'll discover: Why believing you can succeed is essential How to quit making excuses The means to overcoming fear and finding confidence How to develop and use creative thinking and dreaming Why making (and getting) the most of your attitudes is critical How to think right towards others The best ways to make action"" a habit How to find victory in defeat Goals for growth"," and How to think like a leader """"Believe Big"
9780437950062,How to Win Friends and Influence People,Dale Carnegie,Unknown Publisher,English,1936,276,https://covers.openlibrary.org/b/id/13314878-M.jpg,"Available for the first time ever in trade paperback, Dale Carnegie's enduring classic, the inspirational personal development guide that shows how to achieve lifelong success. One of the top-selling books of all time, ""How to Win Friends & Influence People"" has sold more than 15 million copies in all its editions.",11
9781534415201,Shoe Dog,Phil Knight,Scribner,English,2014,386,https://covers.openlibrary.org/b/id/8858487-M.jpg,"""In this candid and riveting memoir, for the first time ever, Nike founder and CEO Phil Knight shares the inside story of the company's early days as an intrepid start-up and its evolution into one of the world's most iconic, game-changing, and profitable brands. In 1962, fresh out of business school, Phil Knight borrowed $50 from his father and created a company with a simple mission: import high-quality, low-cost athletic shoes from Japan. Selling the shoes from the trunk of his lime green Plymouth Valiant, Knight grossed $8,000 his first year. Today, Nike's annual sales top $30 billion. In an age of startups, Nike is the ne plus ultra of all startups, and the swoosh has become a revolutionary, globe-spanning icon, one of the most ubiquitous and recognizable symbols in the world today. But Knight, the man behind the swoosh, has always remained a mystery. Now, for the first time, in a memoir that is candid, humble, gutsy, and wry, he tells his story, beginning with his crossroads moment. At 24, after backpacking around the world, he decided to take the unconventional path, to start his own business--a business that would be dynamic, different. Knight details the many risks and daunting setbacks that stood between him and his dream--along with his early triumphs. Above all, he recalls the formative relationships with his first partners and employees, a ragtag group of misfits and seekers who became a tight-knit band of brothers. Together, harnessing the transcendent power of a shared mission, and a deep belief in the spirit of sport, they built a brand that changed everything""--",12
9781509868063,Bad Blood,John Carreyrou,CAPITÁN SWING,English,2018,352,https://covers.openlibrary.org/b/id/12735651-M.jpg,"Bad Blood: Secrets and Lies in a Silicon Valley Startup is a nonfiction book by journalist John Carreyrou, released May 21, 2018. It covers the rise and fall of Theranos, the multibillion-dollar biotech startup headed by Elizabeth Holmes. The book received critical acclaim, winning the 2018 Financial Times and McKinsey Business Book of the Year Award.",12
9781982112387,Principles,Ray Dalio,Simon & Schuster Audio,English,2017,592,https://covers.openlibrary.org/b/id/8315355-M.jpg,"Bridgewater Associates founder, Ray Dalio, offers a five-step process to getting what you want out of life, which involves systemizing everything to run like a machine — which can then be fine-tuned.",12
9780875845852,The Innovator's Dilemma,Clayton M. Christensen|L J Ganser|Don Leslie,Collins Business Essentials,English,1997,286,https://covers.openlibrary.org/b/id/9274687-M.jpg,"In his book, The Innovator's Dilemma [3], Professor Clayton Christensen of Harvard Business School describes a theory about how large, outstanding firms can fail ""by doing everything right."" The Innovator's Dilemma, according to Christensen, describes companies whose successes and capabilities can actually become obstacles in the face of changing markets and technologies. ([Source][1]) This book takes the radical position that great companies can fail precisely because they do everything right. It demonstrates why outstanding companies that had their competitive antennae up, listened astutely to customers, and invested aggressively in new technologies still lost their market leadership when confronted with disruptive changes in technology and market structure. And it tells how to avoid a similar fate. Using the lessons of successes and failures of leading companies, The Innovator's Dilemma presents a set of rules for capitalizing on the phenomenon of disruptive innovation. These principles will help managers determine when it is right not to listen to customers, when to invest in developing lower-performance products that promise lower margins, and when to pursue small markets at the expense of seemingly larger and more lucrative ones. - Jacket flap. [1]: http://web.mit.edu/6.933/www/Fall2000/teradyne/clay.html",12
9781250103512,Radical Candor,Kim Malone Scott,St Martin s Press,English,2017,297,https://covers.openlibrary.org/b/id/8088432-M.jpg,"Radical Candor is a simple idea: to be a good boss, you have to Care Personally at the same time that you Challenge Directly. When you challenge without caring it's obnoxious aggression; when you care without challenging it's ruinous empathy. When you do neither it's manipulative insincerity. This simple framework can help you build better relationships at work, and fulfill your three key responsibilities as a leader: creating a culture of feedback (praise and criticism), building a cohesive team, and achieving results you're all proud of. Radical Candor offers a guide to those bewildered or exhausted by management, written for bosses and those who manage bosses. Taken from years of the author's experience, and distilled clearly giving actionable lessons to the reader; it shows managers how to be successful while retaining their humanity, finding meaning in their job, and creating an environment where people both love their work and their colleagues.",12
9781524797096,The culture code,Daniel Coyle,Bantam Books,English,2018,280,https://covers.openlibrary.org/b/id/10242550-M.jpg,"""From the New York Times bestselling author of The Talent Code comes a book that unlocks the secrets of highly successful groups and provides tomorrow's leaders with the tools to build a cohesive, motivated culture. Where does great culture come from? How do you build and sustain it in your group, or strengthen a culture that needs fixing? In The Culture Code, Daniel Coyle goes inside some of the world's most successful organizations--including Pixar, the San Antonio Spurs, and U.S. Navy'sSEAL Team Six--and reveals what makes them tick. He demystifies the culture-building process by identifying three key skills that generate cohesion and cooperation, and explains how diverse groups learn to function with a single mind. Drawing on examples that range from Internet retailer Zappos to the comedy troupe Upright Citizens Brigade to a daring gang of jewel thieves, Coyle offers specific strategies that trigger learning, spark collaboration, build trust, and drive positive change. Coyle unearths helpful stories of failure that illustrate what not to do, troubleshoots common pitfalls, and shares advice about reforming a toxic culture. Combining leading-edge science, on-the-ground insights from world-class leaders, and practical ideas for action, The Culture Code offers a roadmap for creating an environment where innovation flourishes, problems get solved, and expectations are exceeded. Culture is not something you are--it's something you do. The Culture Code puts the power in your hands. No matter the size of the group or the goal, this book can teach you the principles of cultural chemistry that transform individuals into teams that can accomplish amazing things together. Advance praise for The Culture Code ""If you want to understand how successful groups work--the signals they transmit, the language they speak, the cues that foster creativity--you won't find a more essential guide than The Culture Code. This is a marvel of insight and practicality.""--Charles Duhigg, New York Times bestselling author of The Power of Habit and Smarter Faster Better ""I've been waiting years for someone to write this book--I've built it up in my mind into something extraordinary. But it is even better than I imagined.Daniel Coyle has produced a truly brilliant, mesmerizing read that demystifies the magic of great groups. It blows all other books on culture right out of the water. Read it immediately.""--Adam Grant, New York Times bestselling author of Option B, Originals, and Give and Take""-- ""A toolkit for building a cohesive, innovative and successful group culture, from the New York Times bestselling author of The Talent Code. Daniel Coyle spent three years researching the question of what makes a successful group tick, visiting some of the world's most productive groups--including Pixar, Navy SEALs, Zappos, IDEO, and the San Antonio Spurs. Coyle discovered that high-performing groups relentlessly generate three key messages that enable them to excel: 1) Safety - we are connected. 2) Shared Risk - we are vulnerable together. 3) Purpose - we are part of the same story. Filled with first-hand reporting, fascinating science, compelling real-world stories, and leadership tools that can apply to businesses, schools, sports, families, and any kind of group, The Culture Code will revolutionize how you think about creating and sustaining successful groups""--",12
9781480542594,Leaders Eat Last,Simon Sinek,Penguin,English,1900,368,https://covers.openlibrary.org/b/id/8246311-M.jpg,"Why do only a few people get to say I love my job?"" It seems unfair that finding fulfillment at work is like winning a lottery; that only a few lucky ones get to feel valued by their organizations", to feel like they belong. Imagine a world where almost everyone wakes up inspired to go to work
9781594488849,Drive,Daniel H. Pink,Penguin Audio,English,2009,249,https://covers.openlibrary.org/b/id/6404786-M.jpg,"From Daniel H. Pink, the author of the groundbreaking bestseller A Whole New Mind, comes his next big idea book: a paradigm-changing examination of what truly motivates us and how to harness that knowledge to find greater satisfaction in our lives and our work.We've been conditioned to think that the best way to motivate ourselves and others is through external rewards like money—the carrot-and-the-stick approach. That's a mistake, Daniel H. Pink says in his transformative new book. The key to high performance and satisfaction is intrinsic, internal motivation: the desire to follow your own interests and understand the benefits in them for you. And Pink has discovered thirty years of scientific data that confirm these ideas and show an exciting way forward.As he did in his groundbreaking bestseller A Whole New Mind, Pink lays out the hard science for these surprising insights, describes how people and corporations can embrace such ideas (some of them are already doing it), offers details about how we can master them, and provides concrete examples on how intrinsic motivation works on the job, at home, and in ourselves.This is a book of big ideas that explains how each of us can find the surest pathway to high performance, creativity, and even health and well-being.",12
9781450532983,The Art of War,孙武 (Sun Tzu)|Stephen F. Kaufman|Lionel Giles|Onésimo Colavidas,Ediciones Meridional,English,1900,90,https://covers.openlibrary.org/b/id/4849549-M.jpg,"The Art of War is an ancient Chinese military treatise dating from the Late Spring and Autumn Period. The work, which is attributed to the ancient Chinese military strategist Sun Tzu",12
9780525536222,Measure what matters,John Doerr,Portfolio,English,2017,320,https://covers.openlibrary.org/b/id/9254540-M.jpg,"In the fall of 1999, John Doerr met with the founders of a start-up whom he'd just given $12.5 million, the biggest investment of his career. Larry Page and Sergey Brin had amazing technology, entrepreneurial energy, and sky-high ambitions, but no real business plan. For Google to change the world (or even to survive), Page and Brin had to learn how to make tough choices on priorities while keeping their team on track. They'd have to know when to pull the plug on losing propositions, to fail fast. And they needed timely, relevant data to track their progress, to measure what mattered. Doerr taught them about a proven approach to operating excellence: Objectives and Key Results. He had first discovered OKRs in the 1970s as an engineer at Intel, where the legendary Andy Grove drove the best-run company Doerr had ever seen. Later, as a venture capitalist, Doerr shared Grove's brainchild with more than fifty companies. Wherever the process was faithfully practiced, it worked. In this goal-setting system, objectives define what we seek to achieve; key results are how those top-priority goals will be attained with specific, measurable actions within a set time frame. Everyone's goals, from entry level to CEO, are transparent to the entire organization. The benefits are profound. OKRs surface an organization's most important work. They focus effort and foster coordination. They keep employees on track. They link objectives across silos to unify and strengthen the entire company. Along the way, OKRs enhance workplace satisfaction and boost retention. Doerr shares a broad range of first-person, behind-the-scenes case studies, with narrators including Bono and Bill Gates, to demonstrate the focus, agility, and explosive growth that OKRs have spurred at so many great organizations, helping a new generation of leaders capture the same magic.",12
9781984877864,No Rules Rules,Reed Hastings|Erin Meyer,Penguin Audio,English,2020,320,https://covers.openlibrary.org/b/id/10524294-M.jpg,"A culture built on trust and clear responsibility, showing that when people are treated respectfully y and given autonomy, both they and their organization can do their best.",12
9781610660242,Delivering happiness,Tony Hsieh,Writers of the Round Table Press,English,2010,253,https://covers.openlibrary.org/b/id/6450379-M.jpg,"Tony Hsieh--the widely-admired CEO of on-line shoe retailer, Zappos--explains how he created a unique culture and commitment to service that aims to improve the lives of its employees, customers, vendors and backers. Even better, he shows how creating happiness and record results go hand-in-hand.",12
9780061446771,The E-myth revisited,Michael E. Gerber,HarperBusiness,English,1995,268,https://covers.openlibrary.org/b/id/684209-M.jpg,"In this first new and totally revised edition of the 150,000-copy underground bestseller, The E-Myth, Michael Gerber dispels the myths surrounding starting your own business and shows how commonplace assumptions can get in the way of running a business. He walks you through the steps in the life of a business from entrepreneurial infancy, through adolescent growing pains, to the mature entrepreneurial perspective, the guiding light of all businesses that succeed. He then shows how to apply the lessons of franchising to any business — whether or not it is a franchise. Finally, Gerber draws the vital, often overlooked distinction between working on your business and working in. your business. After you have read The E-Myth Revisited, you will truly be able to grow your business in a predictable and productive way.",12
9780887306716,Built to Last,"Collins, James C.|Jim Collins|Jerry I. Porras|James C. Collins",Collins,English,1994,355,https://covers.openlibrary.org/b/id/684195-M.jpg,"""This is not a book about charismatic visionary leaders. It is not about visionary product concepts or visionary products or visionary market insights. Nor even is it about just having a corporate vision. This is a book about something far more important, enduring, and substantial. This is a book about visionary companies."" So write James C. Collins and Jerry I. Porras in this groundbreaking book that shatters myths, provides new insights, and gives practical guidance to those who would like to build landmark companies that stand the test of time. Drawing upon a six-year research project at the Stanford University Graduate School of Business, Collins and Porras took eighteen truly exceptional and long-lasting companies - they have an average age of nearly one hundred years and have outperformed the general stock market by a factor of fifteen since 1926 - and studied each company in direct comparison to one of its top competitors. They examined the companies from their very beginnings to the present day - as start-ups, as midsize companies, and as large corporations. Throughout, the authors asked: ""What makes the truly exceptional companies different from other companies?"" . By answering such questions, Collins and Porras go beyond the incessant barrage of management buzzwords and fads of the day to discover timeless qualities that have consistently distinguished outstanding companies. They also provide inspiration to all executives and entrepreneurs by destroying the false but widely accepted idea that only charismatic visionary leaders can build visionary companies. Filled with hundreds of specific examples and organized into a coherent framework of practical concepts that can be applied by managers and entrepreneurs at all levels, Built to Last provides a master blueprint for building organizations that will prosper long into the twenty-first century and beyond.",12
9780735216372,Thinking in bets,Annie Duke,Portfolio/Penguin,English,2018,276,https://covers.openlibrary.org/b/id/8792782-M.jpg,"""Poker champion turned business consultant Annie Duke teaches you how to get comfortable with uncertainty and make better decisions as a result. In Super Bowl XLIX, Seahawks coach Pete Carroll made one of the most controversial calls in football history: With 26 seconds remaining, and trailing by four at the Patriots' one-yard line, he called for a pass instead of a hand off to his star running back. The pass was intercepted and the Seahawks lost. Critics called it the dumbest play in history. But was the call really that bad? Or did Carroll actually make a great move that was ruined by bad luck? Even the best decision doesn't yield the best outcome every time. There's always an element of luck that you can't control, and there is always information that is hidden from view. So the key to long-term success (and avoiding worrying yourself to death) is to think in bets: How sure am I? What are the possible ways things could turn out? What decision has the highest odds of success? Did I land in the unlucky 10% on the strategy that works 90% of the time? Or is my success attributable to dumb luck rather than great decision making? Annie Duke, a former World Series of Poker champion turned business consultant, draws on examples from business, sports, politics, and (of course) poker to share tools anyone can use to embrace uncertainty and make better decisions. For most people, it's difficult to say ""I'm not sure"" in a world that values and, even, rewards the appearance of certainty. But professional poker players are comfortable with the fact that great decisions don't always lead to great outcomes and bad decisions don't always lead to bad outcomes. By shifting your thinking from a need for certainty to a goal of accurately assessing what you know and what you don't, you'll be less vulnerable to reactive emotions, knee-jerk biases, and destructive habits in your decision making. You'll become more confident, calm, compassionate and successful in the long run""--",12
9781591843528,The personal MBA,Josh Kaufman,Penguin Publishing Group,English,2010,504,https://covers.openlibrary.org/b/id/6713257-M.jpg,A thematic encyclopaedia of concepts that are relevant to succeeding in business.,12
9788499921181,Steve Jobs,Walter Isaacson,Insignis Media,English,2011,665,https://covers.openlibrary.org/b/id/12374726-M.jpg,"Based on more than forty interviews with Jobs conducted over two years -- as well as interviews with more than a hundred family members, friends, adversaries, competitors, and colleagues -- Walter Isaacson has written a riveting story of the roller-coaster life and searingly intense personality of a creative entrepreneur whose passion for perfection and ferocious drive revolutionized six industries: personal computers, animated movies, music, phones, tablet computing, and digital publishing. At a time when America is seeking ways to sustain its innovative edge, and when societies around the world are trying to build digital-age economies, Jobs stands as the ultimate icon of inventiveness and applied imagination. He knew that the best way to create value in the twenty-first century was to connect creativity with technology. He built a company where leaps of the imagination were combined with remarkable feats of engineering. Although Jobs cooperated with this book, he asked for no control over what was written nor even the right to read it before it was published. He put nothing off-limits. He encouraged the people he knew to speak honestly. And Jobs speaks candidly, sometimes brutally so, about the people he worked with and competed against. His friends, foes, and colleagues provide an unvarnished view of the passions, perfectionism, obsessions, artistry, devilry, and compulsion for control that shaped his approach to business and the innovative products that resulted. Driven by demons, Jobs could drive those around him to fury and despair. But his personality and products were interrelated, just as Apple's hardware and software tended to be, as if part of an integrated system. His tale is instructive and cautionary, filled with lessons about innovation, character, leadership, and values. - Publisher.",10
9781508267294,Leonardo da Vinci,Walter Isaacson|Jordi Ainaud i Escudero|Beruryah Ben Barukh,Modan,English,2017,599,https://covers.openlibrary.org/b/id/8087691-M.jpg,"The author of the acclaimed bestsellers Steve Jobs, Einstein, and Benjamin Franklin brings Leonardo da Vinci to life in this exciting new biography. Based on thousands of pages from Leonardo's astonishing notebooks and new discoveries about his life and work, Walter Isaacson weaves a narrative that connects his art to his science. He shows how Leonardo's genius was based on skills we can improve in ourselves, such as passionate curiosity, careful observation, and an imagination so playful that it flirted with fantasy. He produced the two most famous paintings in history, The Last Supper and the Mona Lisa. But in his own mind, he was just as much a man of science and technology. With a passion that sometimes became obsessive, he pursued innovative studies of anatomy, fossils, birds, the heart, flying machines, botany, geology, and weaponry. His ability to stand at the crossroads of the humanities and the sciences, made iconic by his drawing of Vitruvian Man, made him history's most creative genius. His creativity, like that of other great innovators, came from having wide-ranging passions. He peeled flesh off the faces of cadavers, drew the muscles that move the lips, and then painted history's most memorable smile. He explored the math of optics, showed how light rays strike the cornea, and produced illusions of changing perspectives in The Last Supper. Isaacson also describes how Leonardo's lifelong enthusiasm for staging theatrical productions informed his paintings and inventions. Leonardo's delight at combining diverse passions remains the ultimate recipe for creativity. So, too, does his ease at being a bit of a misfit: illegitimate, gay, vegetarian, left-handed, easily distracted, and at times heretical. His life should remind us of the importance of instilling, both in ourselves and our children, not just received knowledge but a willingness to question it—to be imaginative and, like talented misfits and rebels in any era, to think different.",10
9780399590443,Born a Crime,Trevor Noah,Audible Studios on Brilliance,English,2016,304,https://covers.openlibrary.org/b/id/8294078-M.jpg,"Born a Crime is the story of a mischievous young boy who grows into a restless young man as he struggles to find himself in a world where he was never supposed to exist. It is also the story of that young man's relationship with his fearless, rebellious, and fervently religious mother—his teammate, a woman determined to save her son from the cycle of poverty, violence, and abuse that would ultimately threaten her own life. The stories collected here are by turns hilarious, dramatic, and deeply affecting. Whether subsisting on caterpillars for dinner during hard times, being thrown from a moving car during an attempted kidnapping, or just trying to survive the life-and-death pitfalls of dating in high school, Trevor illuminates his curious world with an incisive wit and unflinching honesty. His stories weave together to form a moving and searingly funny portrait of a boy making his way through a damaged world in a dangerous time, armed only with a keen sense of humor and a mother's unconventional, unconditional love.",10
9780394558127,I Know Why the Caged Bird Sings,Maya Angelou,Book-of-the-Month Club,English,1969,281,https://covers.openlibrary.org/b/id/9367075-M.jpg,"She was born Marguerite, but her brother Bailey nicknamed her Maya (""mine""). As little children they were sent to live with their grandmother in Stamps, Arkansas. Their early world revolved around this remarkable woman and the Store she ran for the black community. White people were more than strangers - they were from another planet. And yet, even unseen they ruled. The Store was a microcosm of life: its orderly pattern was a comfort, even among the meanest frustrations. But then came the intruders - first in the form of taunting poorwhite children who were bested only by the grandmother's dignity. But as the awful, unfathomable mystery of prejudice intruded, so did the unexpected joy of a surprise visit by Daddy, the sinful joy of going to Church, the disappointments of a Depression Christmas. A visit to St. Louis and the Most Beautiful Mother in the World ended in tragedy - rape. Thereafter Maya refused to speak, except to the person closest to her, Bailey. Eventually, Maya and Bailey followed their mother to California. There, the formative phase of her life (as well as this book) comes to a close with the painful discovery of the true nature of her father, the emergence of a hard-won independence and - perhaps most important - a baby, born out of wedlock, loved and kept. Superbly told, with the poet's gift for language and observation, and charged with the unforgetable emotion of remembered anguish and love - this remarkable autobiography by an equally remarkable black girl from Arkansas captures, indelibly, a world of which most Americans are shamefully ignorant.",10
9789352782772,The Diary of a Young Girl- Anne Frank,Anne Frank,True Sign Publishing House,English,2001,320,https://covers.openlibrary.org/b/id/13526331-M.jpg,"The Diary of a Young Girl, also known as The Diary of Anne Frank, is a book of the writings from the Dutch-language diary kept by Anne Frank while she was in hiding for two years with her family during the Nazi occupation of the Netherlands. The family was apprehended in 1944, and Anne Frank died of typhus in the Bergen-Belsen concentration camp in 1945. Anne's diaries were retrieved by Miep Gies and Bep Voskuijl. Miep gave them to Anne's father, Otto Frank, the family's only survivor, just after the Second World War was over.",10
9780316641067,Long Walk to Freedom,Nelson Mandela,"Nolwazi, A Macmillan company",English,1994,643,https://covers.openlibrary.org/b/id/12702407-M.jpg,"The riveting memoirs of the outstanding moral and political leader of our time, Long Walk to Freedom brilliantly recreates the drama of the experiences that helped shape Nelson Mandela's destiny. Emotive, compelling and uplifting, Long Walk to Freedom is the exhilarating story of an epic life; a story of hardship, resilience and ultimate triumph told with the clarity and eloquence of a born leader.",10
9780007346301,Open,Andre Agassi,Knopf Doubleday Publishing Group,English,2009,502,https://covers.openlibrary.org/b/id/6714053-M.jpg,"From Andre Agassi, one of the most beloved athletes in history and one of the most gifted men ever to step onto a tennis court, a beautiful, haunting autobiography. Agassi's incredibly rigorous training begins when he is just a child. By the age of thirteen, he is banished to a Florida tennis camp that feels like a prison camp. Lonely, scared, a ninth-grade dropout, he rebels in ways that will soon make him a 1980s icon. He dyes his hair, pierces his ears, dresses like a punk rocker. By the time he turns pro at sixteen, his new look promises to change tennis forever, as does his lightning-fast return. And yet, despite his raw talent, he struggles early on. We feel his confusion as he loses to the world's best, his greater confusion as he starts to win. After stumbling in three Grand Slam finals, Agassi shocks the world, and himself, by capturing the 1992 Wimbledon. Overnight he becomes a fan favorite and a media target. Agassi brings a near-photographic memory to every pivotal match and every relationship. Never before has the inner game of tennis and the outer game of fame been so precisely limned. Alongside vivid portraits of rivals from several generations--Jimmy Connors, Pete Sampras, Roger Federer--Agassi gives unstinting accounts of his brief time with Barbra Streisand and his doomed marriage to Brooke Shields. He reveals a shattering loss of confidence. And he recounts his spectacular resurrection, a comeback climaxing with his epic run at the 1999 French Open and his march to become the oldest man ever ranked number one.In clear, taut prose, Agassi evokes his loyal brother, his wise coach, his gentle trainer, all the people who help him regain his balance and find love at last with Stefanie Graf. Inspired by her quiet strength, he fights through crippling pain from a deteriorating spine to remain a dangerous opponent in the twenty-first and final year of his career. Entering his last tournament in 2006, he's hailed for completing a stunning metamorphosis, from nonconformist to elder statesman, from dropout to education advocate. And still he's not done. At a U.S. Open for the ages, he makes a courageous last stand, then delivers one of the most stirring farewells ever heard in a sporting arena. With its breakneck tempo and raw candor, *Open* will be read and cherished for years. A treat for ardent fans, it will also captivate readers who know nothing about tennis. Like Agassi's game, it sets a new standard for grace, style, speed, and power.",10
9780063211094,Finding Me,Viola Davis,HarperOne,English,2022,0,https://covers.openlibrary.org/b/id/12881450-M.jpg,"This is my story, from a crumbling apartment in Central Falls, Rhode Island, to the stage in New York City, and beyond. This is the path I took to finding my purpose but also my voice in a world that didn't always see me. As I wrote Finding Me, my eyes were open to the truth of how our stories are often not given close examination. We are forced to reinvent them to fit into a crazy, competitive, judgmental world. So I wrote this for anyone running through life untethered, desperate and clawing their way through murky memories, trying to get to some form of self-love. For anyone who needs reminding that a life worth living can only be born from radical honesty and the courage to shed facades and be... you.",10
9780747559849,Kitchen Confidential,Anthony Bourdain,Ecco,English,2000,320,https://covers.openlibrary.org/b/id/843879-M.jpg,"A celebrity chef shares anecdotes of his experience in the restaurant industry, and of his journey from dishwasher to a position of fame in the food industry.",10
9782277233619,A Brief History of Time,Stephen Hawking,Bantam Press,English,1988,241,https://covers.openlibrary.org/b/id/10432365-M.jpg,"Stephen Hawking's 'A Brief History of Time* has become an international publishing phenomenon. Translated into thirty languages, it has sold over ten million copies worldwide and lives on as a science book that continues to captivate and inspire new readers each year. When it was first published in 1988 the ideas discussed in it were at the cutting edge of what was then known about the universe. In the intervening twenty years there have been extraordinary advances in the technology of observing both the micro- and macro-cosmic world. Indeed, during that time cosmology and the theoretical sciences have entered a new golden age . Professor Hawking is one of the major scientists and thinkers to have contributed to this renaissance.",13
